"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	Count
	"Male Genital System"	"28010-28040"	"New Mexico"	"35"	1459
	"Male Genital System"	"28010-28040"	"New York"	"36"	15553
	"Male Genital System"	"28010-28040"	"North Carolina"	"37"	7087
	"Male Genital System"	"28010-28040"	"North Dakota"	"38"	534
	"Male Genital System"	"28010-28040"	"Ohio"	"39"	8001
	"Male Genital System"	"28010-28040"	"Oklahoma"	"40"	2727
	"Male Genital System"	"28010-28040"	"Oregon"	"41"	2781
	"Male Genital System"	"28010-28040"	"Pennsylvania"	"42"	10530
	"Male Genital System"	"28010-28040"	"Rhode Island"	"44"	718
	"Male Genital System"	"28010-28040"	"South Carolina"	"45"	3551
	"Male Genital System"	"28010-28040"	"South Dakota"	"46"	572
	"Male Genital System"	"28010-28040"	"Tennessee"	"47"	4709
	"Male Genital System"	"28010-28040"	"Texas"	"48"	12405
	"Male Genital System"	"28010-28040"	"Utah"	"49"	1851
	"Male Genital System"	"28010-28040"	"Vermont"	"50"	477
	"Male Genital System"	"28010-28040"	"Virginia"	"51"	5269
	"Male Genital System"	"28010-28040"	"Washington"	"53"	5145
	"Male Genital System"	"28010-28040"	"West Virginia"	"54"	1401
	"Male Genital System"	"28010-28040"	"Wisconsin"	"55"	4291
	"Male Genital System"	"28010-28040"	"Wyoming"	"56"	422
	"Prostate"	"28010"	"Alabama"	"01"	3786
	"Prostate"	"28010"	"Alaska"	"02"	377
	"Prostate"	"28010"	"Arizona"	"04"	3167
	"Prostate"	"28010"	"Arkansas"	"05"	2282
	"Prostate"	"28010"	"California"	"06"	22204
	"Prostate"	"28010"	"Colorado"	"08"	3123
	"Prostate"	"28010"	"Connecticut"	"09"	2722
	"Prostate"	"28010"	"Delaware"	"10"	769
	"Prostate"	"28010"	"District of Columbia"	"11"	491
	"Prostate"	"28010"	"Florida"	"12"	14083
	"Prostate"	"28010"	"Georgia"	"13"	6517
	"Prostate"	"28010"	"Hawaii"	"15"	769
	"Prostate"	"28010"	"Idaho"	"16"	1163
	"Prostate"	"28010"	"Illinois"	"17"	8347
	"Prostate"	"28010"	"Indiana"	"18"	3470
	"Prostate"	"28010"	"Iowa"	"19"	2170
	"Prostate"	"28010"	"Kansas"	"20"	1991
	"Prostate"	"28010"	"Kentucky"	"21"	2819
	"Prostate"	"28010"	"Louisiana"	"22"	3601
	"Prostate"	"28010"	"Maine"	"23"	1030
	"Prostate"	"28010"	"Maryland"	"24"	4170
	"Prostate"	"28010"	"Massachusetts"	"25"	4861
	"Prostate"	"28010"	"Michigan"	"26"	8325
	"Prostate"	"28010"	"Minnesota"	"27"	3928
	"Prostate"	"28010"	"Mississippi"	"28"	2330
	"Prostate"	"28010"	"Missouri"	"29"	3522
	"Prostate"	"28010"	"Montana"	"30"	858
	"Prostate"	"28010"	"Nebraska"	"31"	1231
	"Prostate"	"28010"	"Nevada"	"32"	1685
	"Prostate"	"28010"	"New Hampshire"	"33"	1142
	"Prostate"	"28010"	"New Jersey"	"34"	6932
	"Prostate"	"28010"	"New Mexico"	"35"	1385
	"Prostate"	"28010"	"New York"	"36"	14896
	"Prostate"	"28010"	"North Carolina"	"37"	6851
	"Prostate"	"28010"	"North Dakota"	"38"	512
	"Prostate"	"28010"	"Ohio"	"39"	7678
	"Prostate"	"28010"	"Oklahoma"	"40"	2626
	"Prostate"	"28010"	"Oregon"	"41"	2650
	"Prostate"	"28010"	"Pennsylvania"	"42"	10039
	"Prostate"	"28010"	"Rhode Island"	"44"	678
	"Prostate"	"28010"	"South Carolina"	"45"	3437
	"Prostate"	"28010"	"South Dakota"	"46"	547
	"Prostate"	"28010"	"Tennessee"	"47"	4538
	"Prostate"	"28010"	"Texas"	"48"	11688
	"Prostate"	"28010"	"Utah"	"49"	1745
	"Prostate"	"28010"	"Vermont"	"50"	454
	"Prostate"	"28010"	"Virginia"	"51"	5040
	"Prostate"	"28010"	"Washington"	"53"	4886
	"Prostate"	"28010"	"West Virginia"	"54"	1334
	"Prostate"	"28010"	"Wisconsin"	"55"	4068
	"Prostate"	"28010"	"Wyoming"	"56"	400
	"Testis"	"28020"	"Alabama"	"01"	111
	"Testis"	"28020"	"Alaska"	"02"	25
	"Testis"	"28020"	"Arizona"	"04"	159
	"Testis"	"28020"	"Arkansas"	"05"	62
	"Testis"	"28020"	"California"	"06"	1080
	"Testis"	"28020"	"Colorado"	"08"	160
	"Testis"	"28020"	"Connecticut"	"09"	95
	"Testis"	"28020"	"Delaware"	"10"	23
	"Testis"	"28020"	"District of Columbia"	"11"	16
	"Testis"	"28020"	"Florida"	"12"	386
	"Testis"	"28020"	"Georgia"	"13"	184
	"Testis"	"28020"	"Hawaii"	"15"	33
	"Testis"	"28020"	"Idaho"	"16"	39
	"Testis"	"28020"	"Illinois"	"17"	375
	"Testis"	"28020"	"Indiana"	"18"	162
	"Testis"	"28020"	"Iowa"	"19"	100
	"Testis"	"28020"	"Kansas"	"20"	68
	"Testis"	"28020"	"Kentucky"	"21"	123
	"Testis"	"28020"	"Louisiana"	"22"	96
	"Testis"	"28020"	"Maine"	"23"	49
	"Testis"	"28020"	"Maryland"	"24"	109
	"Testis"	"28020"	"Massachusetts"	"25"	164
	"Testis"	"28020"	"Michigan"	"26"	283
	"Testis"	"28020"	"Minnesota"	"27"	167
	"Testis"	"28020"	"Mississippi"	"28"	66
	"Testis"	"28020"	"Missouri"	"29"	144
	"Testis"	"28020"	"Montana"	"30"	46
	"Testis"	"28020"	"Nebraska"	"31"	55
	"Testis"	"28020"	"Nevada"	"32"	62
	"Testis"	"28020"	"New Hampshire"	"33"	45
	"Testis"	"28020"	"New Jersey"	"34"	239
	"Testis"	"28020"	"New Mexico"	"35"	59
	"Testis"	"28020"	"New York"	"36"	552
	"Testis"	"28020"	"North Carolina"	"37"	198
	"Testis"	"28020"	"North Dakota"	"38"	19
	"Testis"	"28020"	"Ohio"	"39"	261
	"Testis"	"28020"	"Oklahoma"	"40"	82
	"Testis"	"28020"	"Oregon"	"41"	113
	"Testis"	"28020"	"Pennsylvania"	"42"	417
	"Testis"	"28020"	"Rhode Island"	"44"	31
	"Testis"	"28020"	"South Carolina"	"45"	89
	"Testis"	"28020"	"South Dakota"	"46"	23
	"Testis"	"28020"	"Tennessee"	"47"	144
	"Testis"	"28020"	"Texas"	"48"	597
	"Testis"	"28020"	"Utah"	"49"	94
	"Testis"	"28020"	"Vermont"	"50"	18
	"Testis"	"28020"	"Virginia"	"51"	189
	"Testis"	"28020"	"Washington"	"53"	222
	"Testis"	"28020"	"West Virginia"	"54"	55
	"Testis"	"28020"	"Wisconsin"	"55"	197
	"Testis"	"28020"	"Wyoming"	"56"	19
	"Penis"	"28030"	"Alabama"	"01"	18
	"Penis"	"28030"	"Arizona"	"04"	21
	"Penis"	"28030"	"California"	"06"	127
	"Penis"	"28030"	"Connecticut"	"09"	16
	"Penis"	"28030"	"Florida"	"12"	89
	"Penis"	"28030"	"Georgia"	"13"	27
	"Penis"	"28030"	"Illinois"	"17"	57
	"Penis"	"28030"	"Indiana"	"18"	27
	"Penis"	"28030"	"Iowa"	"19"	16
	"Penis"	"28030"	"Kentucky"	"21"	30
	"Penis"	"28030"	"Louisiana"	"22"	20
	"Penis"	"28030"	"Maryland"	"24"	22
	"Penis"	"28030"	"Massachusetts"	"25"	23
	"Penis"	"28030"	"Michigan"	"26"	42
	"Penis"	"28030"	"Minnesota"	"27"	19
	"Penis"	"28030"	"Mississippi"	"28"	18
	"Penis"	"28030"	"Missouri"	"29"	18
	"Penis"	"28030"	"New Jersey"	"34"	22
	"Penis"	"28030"	"New York"	"36"	87
	"Penis"	"28030"	"North Carolina"	"37"	33
	"Penis"	"28030"	"Ohio"	"39"	49
	"Penis"	"28030"	"Pennsylvania"	"42"	57
	"Penis"	"28030"	"South Carolina"	"45"	19
	"Penis"	"28030"	"Tennessee"	"47"	25
	"Penis"	"28030"	"Texas"	"48"	105
	"Penis"	"28030"	"Virginia"	"51"	34
	"Penis"	"28030"	"Washington"	"53"	26
	"Penis"	"28030"	"Wisconsin"	"55"	20
	"Other Male Genital Organs"	"28040"	"California"	"06"	45
	"Other Male Genital Organs"	"28040"	"Florida"	"12"	22
	"Other Male Genital Organs"	"28040"	"New Jersey"	"34"	16
	"Other Male Genital Organs"	"28040"	"New York"	"36"	18
	"Other Male Genital Organs"	"28040"	"Pennsylvania"	"42"	17
	"Urinary System"	"29010-29040"	"Alabama"	"01"	1943
	"Urinary System"	"29010-29040"	"Alaska"	"02"	211
	"Urinary System"	"29010-29040"	"Arizona"	"04"	2420
	"Urinary System"	"29010-29040"	"Arkansas"	"05"	1268
	"Urinary System"	"29010-29040"	"California"	"06"	12123
	"Urinary System"	"29010-29040"	"Colorado"	"08"	1615
	"Urinary System"	"29010-29040"	"Connecticut"	"09"	1806
	"Urinary System"	"29010-29040"	"Delaware"	"10"	439
	"Urinary System"	"29010-29040"	"District of Columbia"	"11"	181
	"Urinary System"	"29010-29040"	"Florida"	"12"	8483
	"Urinary System"	"29010-29040"	"Georgia"	"13"	3131
	"Urinary System"	"29010-29040"	"Hawaii"	"15"	438
	"Urinary System"	"29010-29040"	"Idaho"	"16"	614
	"Urinary System"	"29010-29040"	"Illinois"	"17"	5258
	"Urinary System"	"29010-29040"	"Indiana"	"18"	2693
	"Urinary System"	"29010-29040"	"Iowa"	"19"	1471
	"Urinary System"	"29010-29040"	"Kansas"	"20"	1259
	"Urinary System"	"29010-29040"	"Kentucky"	"21"	2059
	"Urinary System"	"29010-29040"	"Louisiana"	"22"	1924
	"Urinary System"	"29010-29040"	"Maine"	"23"	741
	"Urinary System"	"29010-29040"	"Maryland"	"24"	2106
	"Urinary System"	"29010-29040"	"Massachusetts"	"25"	2864
	"Urinary System"	"29010-29040"	"Michigan"	"26"	4652
	"Urinary System"	"29010-29040"	"Minnesota"	"27"	2277
	"Urinary System"	"29010-29040"	"Mississippi"	"28"	1141
	"Urinary System"	"29010-29040"	"Missouri"	"29"	2544
	"Urinary System"	"29010-29040"	"Montana"	"30"	414
	"Urinary System"	"29010-29040"	"Nebraska"	"31"	748
	"Urinary System"	"29010-29040"	"Nevada"	"32"	947
	"Urinary System"	"29010-29040"	"New Hampshire"	"33"	711
	"Urinary System"	"29010-29040"	"New Jersey"	"34"	3873
	"Urinary System"	"29010-29040"	"New Mexico"	"35"	639
	"Urinary System"	"29010-29040"	"New York"	"36"	8466
	"Urinary System"	"29010-29040"	"North Carolina"	"37"	3823
	"Urinary System"	"29010-29040"	"North Dakota"	"38"	294
	"Urinary System"	"29010-29040"	"Ohio"	"39"	5048
	"Urinary System"	"29010-29040"	"Oklahoma"	"40"	1519
	"Urinary System"	"29010-29040"	"Oregon"	"41"	1628
	"Urinary System"	"29010-29040"	"Pennsylvania"	"42"	6603
	"Urinary System"	"29010-29040"	"Rhode Island"	"44"	473
	"Urinary System"	"29010-29040"	"South Carolina"	"45"	1813
	"Urinary System"	"29010-29040"	"South Dakota"	"46"	312
	"Urinary System"	"29010-29040"	"Tennessee"	"47"	2625
	"Urinary System"	"29010-29040"	"Texas"	"48"	7802
	"Urinary System"	"29010-29040"	"Utah"	"49"	673
	"Urinary System"	"29010-29040"	"Vermont"	"50"	318
	"Urinary System"	"29010-29040"	"Virginia"	"51"	2647
	"Urinary System"	"29010-29040"	"Washington"	"53"	2732
	"Urinary System"	"29010-29040"	"West Virginia"	"54"	968
	"Urinary System"	"29010-29040"	"Wisconsin"	"55"	2540
	"Urinary System"	"29010-29040"	"Wyoming"	"56"	190
	"Urinary Bladder, invasive and in situ"	"29010"	"Alabama"	"01"	1029
	"Urinary Bladder, invasive and in situ"	"29010"	"Alaska"	"02"	118
	"Urinary Bladder, invasive and in situ"	"29010"	"Arizona"	"04"	1266
	"Urinary Bladder, invasive and in situ"	"29010"	"Arkansas"	"05"	708
	"Urinary Bladder, invasive and in situ"	"29010"	"California"	"06"	6686
	"Urinary Bladder, invasive and in situ"	"29010"	"Colorado"	"08"	902
	"Urinary Bladder, invasive and in situ"	"29010"	"Connecticut"	"09"	1142
	"Urinary Bladder, invasive and in situ"	"29010"	"Delaware"	"10"	243
	"Urinary Bladder, invasive and in situ"	"29010"	"District of Columbia"	"11"	97
	"Urinary Bladder, invasive and in situ"	"29010"	"Florida"	"12"	5034
	"Urinary Bladder, invasive and in situ"	"29010"	"Georgia"	"13"	1752
	"Urinary Bladder, invasive and in situ"	"29010"	"Hawaii"	"15"	236
	"Urinary Bladder, invasive and in situ"	"29010"	"Idaho"	"16"	384
	"Urinary Bladder, invasive and in situ"	"29010"	"Illinois"	"17"	2883
	"Urinary Bladder, invasive and in situ"	"29010"	"Indiana"	"18"	1357
	"Urinary Bladder, invasive and in situ"	"29010"	"Iowa"	"19"	820
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	720
	"Urinary Bladder, invasive and in situ"	"29010"	"Kentucky"	"21"	1087
	"Urinary Bladder, invasive and in situ"	"29010"	"Louisiana"	"22"	885
	"Urinary Bladder, invasive and in situ"	"29010"	"Maine"	"23"	483
	"Urinary Bladder, invasive and in situ"	"29010"	"Maryland"	"24"	1144
	"Urinary Bladder, invasive and in situ"	"29010"	"Massachusetts"	"25"	1728
	"Urinary Bladder, invasive and in situ"	"29010"	"Michigan"	"26"	2671
	"Urinary Bladder, invasive and in situ"	"29010"	"Minnesota"	"27"	1299
	"Urinary Bladder, invasive and in situ"	"29010"	"Mississippi"	"28"	540
	"Urinary Bladder, invasive and in situ"	"29010"	"Missouri"	"29"	1349
	"Urinary Bladder, invasive and in situ"	"29010"	"Montana"	"30"	264
	"Urinary Bladder, invasive and in situ"	"29010"	"Nebraska"	"31"	402
	"Urinary Bladder, invasive and in situ"	"29010"	"Nevada"	"32"	569
	"Urinary Bladder, invasive and in situ"	"29010"	"New Hampshire"	"33"	459
	"Urinary Bladder, invasive and in situ"	"29010"	"New Jersey"	"34"	2332
	"Urinary Bladder, invasive and in situ"	"29010"	"New Mexico"	"35"	338
	"Urinary Bladder, invasive and in situ"	"29010"	"New York"	"36"	4847
	"Urinary Bladder, invasive and in situ"	"29010"	"North Carolina"	"37"	2077
	"Urinary Bladder, invasive and in situ"	"29010"	"North Dakota"	"38"	169
	"Urinary Bladder, invasive and in situ"	"29010"	"Ohio"	"39"	2851
	"Urinary Bladder, invasive and in situ"	"29010"	"Oklahoma"	"40"	780
	"Urinary Bladder, invasive and in situ"	"29010"	"Oregon"	"41"	963
	"Urinary Bladder, invasive and in situ"	"29010"	"Pennsylvania"	"42"	3988
	"Urinary Bladder, invasive and in situ"	"29010"	"Rhode Island"	"44"	276
	"Urinary Bladder, invasive and in situ"	"29010"	"South Carolina"	"45"	1011
	"Urinary Bladder, invasive and in situ"	"29010"	"South Dakota"	"46"	163
	"Urinary Bladder, invasive and in situ"	"29010"	"Tennessee"	"47"	1393
	"Urinary Bladder, invasive and in situ"	"29010"	"Texas"	"48"	3493
	"Urinary Bladder, invasive and in situ"	"29010"	"Utah"	"49"	348
	"Urinary Bladder, invasive and in situ"	"29010"	"Vermont"	"50"	175
	"Urinary Bladder, invasive and in situ"	"29010"	"Virginia"	"51"	1444
	"Urinary Bladder, invasive and in situ"	"29010"	"Washington"	"53"	1556
	"Urinary Bladder, invasive and in situ"	"29010"	"West Virginia"	"54"	515
	"Urinary Bladder, invasive and in situ"	"29010"	"Wisconsin"	"55"	1422
	"Urinary Bladder, invasive and in situ"	"29010"	"Wyoming"	"56"	112
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	864
	"Kidney and Renal Pelvis"	"29020"	"Alaska"	"02"	89
	"Kidney and Renal Pelvis"	"29020"	"Arizona"	"04"	1106
	"Kidney and Renal Pelvis"	"29020"	"Arkansas"	"05"	535
	"Kidney and Renal Pelvis"	"29020"	"California"	"06"	5187
	"Kidney and Renal Pelvis"	"29020"	"Colorado"	"08"	677
	"Kidney and Renal Pelvis"	"29020"	"Connecticut"	"09"	616
	"Kidney and Renal Pelvis"	"29020"	"Delaware"	"10"	189
	"Kidney and Renal Pelvis"	"29020"	"District of Columbia"	"11"	79
	"Kidney and Renal Pelvis"	"29020"	"Florida"	"12"	3244
	"Kidney and Renal Pelvis"	"29020"	"Georgia"	"13"	1318
	"Kidney and Renal Pelvis"	"29020"	"Hawaii"	"15"	188
	"Kidney and Renal Pelvis"	"29020"	"Idaho"	"16"	217
	"Kidney and Renal Pelvis"	"29020"	"Illinois"	"17"	2240
	"Kidney and Renal Pelvis"	"29020"	"Indiana"	"18"	1268
	"Kidney and Renal Pelvis"	"29020"	"Iowa"	"19"	612
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	516
	"Kidney and Renal Pelvis"	"29020"	"Kentucky"	"21"	922
	"Kidney and Renal Pelvis"	"29020"	"Louisiana"	"22"	1003
	"Kidney and Renal Pelvis"	"29020"	"Maine"	"23"	239
	"Kidney and Renal Pelvis"	"29020"	"Maryland"	"24"	915
	"Kidney and Renal Pelvis"	"29020"	"Massachusetts"	"25"	1064
	"Kidney and Renal Pelvis"	"29020"	"Michigan"	"26"	1862
	"Kidney and Renal Pelvis"	"29020"	"Minnesota"	"27"	915
	"Kidney and Renal Pelvis"	"29020"	"Mississippi"	"28"	578
	"Kidney and Renal Pelvis"	"29020"	"Missouri"	"29"	1138
	"Kidney and Renal Pelvis"	"29020"	"Montana"	"30"	145
	"Kidney and Renal Pelvis"	"29020"	"Nebraska"	"31"	333
	"Kidney and Renal Pelvis"	"29020"	"Nevada"	"32"	349
	"Kidney and Renal Pelvis"	"29020"	"New Hampshire"	"33"	241
	"Kidney and Renal Pelvis"	"29020"	"New Jersey"	"34"	1424
	"Kidney and Renal Pelvis"	"29020"	"New Mexico"	"35"	290
	"Kidney and Renal Pelvis"	"29020"	"New York"	"36"	3400
	"Kidney and Renal Pelvis"	"29020"	"North Carolina"	"37"	1645
	"Kidney and Renal Pelvis"	"29020"	"North Dakota"	"38"	121
	"Kidney and Renal Pelvis"	"29020"	"Ohio"	"39"	2103
	"Kidney and Renal Pelvis"	"29020"	"Oklahoma"	"40"	714
	"Kidney and Renal Pelvis"	"29020"	"Oregon"	"41"	632
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	2486
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	185
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	759
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	142
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	1177
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	4183
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	311
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	136
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	1142
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	1111
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	425
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	1064
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	73
	"Ureter"	"29030"	"Alabama"	"01"	39
	"Ureter"	"29030"	"Arizona"	"04"	28
	"Ureter"	"29030"	"Arkansas"	"05"	16
	"Ureter"	"29030"	"California"	"06"	168
	"Ureter"	"29030"	"Colorado"	"08"	26
	"Ureter"	"29030"	"Connecticut"	"09"	29
	"Ureter"	"29030"	"Florida"	"12"	154
	"Ureter"	"29030"	"Georgia"	"13"	38
	"Ureter"	"29030"	"Illinois"	"17"	88
	"Ureter"	"29030"	"Indiana"	"18"	46
	"Ureter"	"29030"	"Iowa"	"19"	26
	"Ureter"	"29030"	"Kansas"	"20"	19
	"Ureter"	"29030"	"Kentucky"	"21"	38
	"Ureter"	"29030"	"Louisiana"	"22"	25
	"Ureter"	"29030"	"Maryland"	"24"	32
	"Ureter"	"29030"	"Massachusetts"	"25"	52
	"Ureter"	"29030"	"Michigan"	"26"	62
	"Ureter"	"29030"	"Minnesota"	"27"	39
	"Ureter"	"29030"	"Mississippi"	"28"	16
	"Ureter"	"29030"	"Missouri"	"29"	37
	"Ureter"	"29030"	"New Jersey"	"34"	77
	"Ureter"	"29030"	"New York"	"36"	134
	"Ureter"	"29030"	"North Carolina"	"37"	59
	"Ureter"	"29030"	"Ohio"	"39"	68
	"Ureter"	"29030"	"Oklahoma"	"40"	21
	"Ureter"	"29030"	"Oregon"	"41"	21
	"Ureter"	"29030"	"Pennsylvania"	"42"	90
	"Ureter"	"29030"	"South Carolina"	"45"	29
	"Ureter"	"29030"	"Tennessee"	"47"	33
	"Ureter"	"29030"	"Texas"	"48"	76
	"Ureter"	"29030"	"Virginia"	"51"	44
	"Ureter"	"29030"	"Washington"	"53"	33
	"Ureter"	"29030"	"West Virginia"	"54"	19
	"Ureter"	"29030"	"Wisconsin"	"55"	38
	"Other Urinary Organs"	"29040"	"Arizona"	"04"	20
	"Other Urinary Organs"	"29040"	"California"	"06"	82
	"Other Urinary Organs"	"29040"	"Connecticut"	"09"	19
	"Other Urinary Organs"	"29040"	"Florida"	"12"	51
	"Other Urinary Organs"	"29040"	"Georgia"	"13"	23
	"Other Urinary Organs"	"29040"	"Illinois"	"17"	47
	"Other Urinary Organs"	"29040"	"Indiana"	"18"	22
	"Other Urinary Organs"	"29040"	"Massachusetts"	"25"	20
	"Other Urinary Organs"	"29040"	"Michigan"	"26"	57
	"Other Urinary Organs"	"29040"	"Minnesota"	"27"	24
	"Other Urinary Organs"	"29040"	"Missouri"	"29"	20
	"Other Urinary Organs"	"29040"	"Nevada"	"32"	20
	"Other Urinary Organs"	"29040"	"New Jersey"	"34"	40
	"Other Urinary Organs"	"29040"	"New York"	"36"	85
	"Other Urinary Organs"	"29040"	"North Carolina"	"37"	42
	"Other Urinary Organs"	"29040"	"Ohio"	"39"	26
	"Other Urinary Organs"	"29040"	"Pennsylvania"	"42"	39
	"Other Urinary Organs"	"29040"	"Tennessee"	"47"	22
	"Other Urinary Organs"	"29040"	"Texas"	"48"	50
	"Other Urinary Organs"	"29040"	"Virginia"	"51"	17
	"Other Urinary Organs"	"29040"	"Washington"	"53"	32
	"Other Urinary Organs"	"29040"	"Wisconsin"	"55"	16
	"Eye and Orbit"	"30000"	"Alabama"	"01"	51
	"Eye and Orbit"	"30000"	"Arizona"	"04"	44
	"Eye and Orbit"	"30000"	"Arkansas"	"05"	22
	"Eye and Orbit"	"30000"	"California"	"06"	263
	"Eye and Orbit"	"30000"	"Colorado"	"08"	44
	"Eye and Orbit"	"30000"	"Connecticut"	"09"	27
	"Eye and Orbit"	"30000"	"Florida"	"12"	157
	"Eye and Orbit"	"30000"	"Georgia"	"13"	77
	"Eye and Orbit"	"30000"	"Illinois"	"17"	91
	"Eye and Orbit"	"30000"	"Indiana"	"18"	40
	"Eye and Orbit"	"30000"	"Iowa"	"19"	44
	"Eye and Orbit"	"30000"	"Kansas"	"20"	24
	"Eye and Orbit"	"30000"	"Kentucky"	"21"	57
	"Eye and Orbit"	"30000"	"Louisiana"	"22"	29
	"Eye and Orbit"	"30000"	"Maine"	"23"	16
	"Eye and Orbit"	"30000"	"Maryland"	"24"	30
	"Eye and Orbit"	"30000"	"Massachusetts"	"25"	54
	"Eye and Orbit"	"30000"	"Michigan"	"26"	73
	"Eye and Orbit"	"30000"	"Minnesota"	"27"	29
	"Eye and Orbit"	"30000"	"Mississippi"	"28"	24
	"Eye and Orbit"	"30000"	"Missouri"	"29"	55
	"Eye and Orbit"	"30000"	"Nebraska"	"31"	17
	"Eye and Orbit"	"30000"	"New Hampshire"	"33"	19
	"Eye and Orbit"	"30000"	"New Jersey"	"34"	37
	"Eye and Orbit"	"30000"	"New York"	"36"	156
	"Eye and Orbit"	"30000"	"North Carolina"	"37"	84
	"Eye and Orbit"	"30000"	"Ohio"	"39"	91
	"Eye and Orbit"	"30000"	"Oklahoma"	"40"	29
	"Eye and Orbit"	"30000"	"Oregon"	"41"	37
	"Eye and Orbit"	"30000"	"Pennsylvania"	"42"	46
	"Eye and Orbit"	"30000"	"South Carolina"	"45"	29
	"Eye and Orbit"	"30000"	"Tennessee"	"47"	59
	"Eye and Orbit"	"30000"	"Texas"	"48"	131
	"Eye and Orbit"	"30000"	"Utah"	"49"	28
	"Eye and Orbit"	"30000"	"Virginia"	"51"	29
	"Eye and Orbit"	"30000"	"Washington"	"53"	44
	"Eye and Orbit"	"30000"	"Wisconsin"	"55"	45
	"Brain and Other Nervous System"	"31010-31040"	"Alabama"	"01"	291
	"Brain and Other Nervous System"	"31010-31040"	"Alaska"	"02"	61
	"Brain and Other Nervous System"	"31010-31040"	"Arizona"	"04"	405
	"Brain and Other Nervous System"	"31010-31040"	"Arkansas"	"05"	181
	"Brain and Other Nervous System"	"31010-31040"	"California"	"06"	2034
	"Brain and Other Nervous System"	"31010-31040"	"Colorado"	"08"	298
	"Brain and Other Nervous System"	"31010-31040"	"Connecticut"	"09"	234
	"Brain and Other Nervous System"	"31010-31040"	"Delaware"	"10"	49
	"Brain and Other Nervous System"	"31010-31040"	"District of Columbia"	"11"	33
	"Brain and Other Nervous System"	"31010-31040"	"Florida"	"12"	1306
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	507
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	57
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	87
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	807
	"Brain and Other Nervous System"	"31010-31040"	"Indiana"	"18"	437
	"Brain and Other Nervous System"	"31010-31040"	"Iowa"	"19"	188
	"Brain and Other Nervous System"	"31010-31040"	"Kansas"	"20"	174
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	310
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	235
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	115
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	352
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	445
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	627
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	328
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	183
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	371
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	78
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	123
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	142
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	102
